Reporting Year,Reporting Quarter,County,Reporting Organization,Reporting Organization ID,Total Capacity (Certified),Beginning Census,End Census,Male Census,Female Census,# of Residents Age 66-80,# of Residents  Age 81+,Total Admissions,Total Discharges
2017,2,Monroe,Grande'Vie Senior Living Community,370-F-231,178,95,94,35,59,19,75,28,30
2017,2,Monroe,Grande'ville Senior Living Community,370-F-230,140,101,101,24,77,8,93,18,18
2017,2,Suffolk,Gurwin Jewish Fay J. Lindner Residence,700-S-289,200,156,148,42,106,10,138,8,16
2017,2,Nassau,Harbor House,400-F-305,136,120,122,51,71,39,81,13,14
2017,2,Richmond,Harbor Terrace Adult Home and Assisted Living,610-F-064,363,286,293,184,109,98,17,23,16
2017,2,Monroe,Heather Heights of Pittsford,370-F-220,120,99,96,32,64,14,80,23,27
2017,2,Monroe,Heathwood Assisted Living at Penfield,370-S-852,151,90,97,20,77,15,80,14,11
2017,2,Erie,Heathwood Assisted Living at Williamsville,240-F-881,115,100,104,25,79,14,88,38,9
2017,2,Dutchess,"Hedgewood ALP, LLC",230-F-082,192,190,188,129,59,75,10,12,14
2017,2,Montgomery,Hillcrest Spring Residential,380-F-043,80,68,76,18,58,9,67,16,9
2017,2,Broome,Hilltop Manor West,030-E-008,98,95,92,10,82,8,82,8,12
2017,2,Monroe,Hilton East Assisted Living,370-F-208,205,141,142,53,89,56,68,17,15
2017,2,Saratoga,Home of the Good Shepherd at Highpointe,640-E-036,86,81,75,18,57,13,61,8,12
2017,2,Saratoga,Home of the Good Shepherd Saratoga,640-E-042,105,62,83,20,63,12,71,28,7
2017,2,Chautauqua,Hultquist Place,060-E-015,96,89,86,14,72,12,73,9,12
2017,2,Schenectady,Ingersoll Place,650-E-007,78,70,67,23,44,12,55,7,11
2017,2,Nassau,Island Assisted Living,400-E-295,200,196,190,67,123,77,80,16,20
2017,2,Schenectady,Judson Meadows,650-S-009,80,72,71,14,57,7,64,8,11
2017,2,Essex,Keene Valley Neighborhood House,260-E-006,50,46,43,8,35,7,35,,8
2017,2,Onondaga,Keepsake Village at Greenpoint,520-F-143,57,51,51,17,34,9,40,10,10
2017,2,Schenectady,"Kingsway Manor, LLC",650-F-103,140,113,113,28,85,10,103,18,19
2017,2,Monroe,Laurelwood at the Highlands,370-S-835,68,60,59,13,46,8,50,9,10
2017,2,Monroe,Legacy at Cranberry Landing,370-F-252,78,49,53,20,33,8,43,19,15
2017,2,Nassau,Long Beach Assisted Living,400-F-301,200,188,188,120,68,90,22,20,19
2017,2,Queens,Long Island Living Center,590-F-328,306,158,157,69,88,60,83,12,13
2017,2,Tompkins,"Longview, an Ithacare Community",730-E-002,96,81,82,22,60,20,56,11,10
2017,2,Onondaga,Loretto EHP #1 Bernardine Apartments,520-S-054,148,118,124,46,78,86,30,16,10
2017,2,Onondaga,Loretto Village Apts. Enriched Housing Site #5,520-S-120,79,79,79,24,55,19,60,10,10
2017,2,New York,Lott Assisted Living Residence,420-S-391,131,123,123,44,79,40,83,11,11
2017,2,Albany,Loudonville Assisted Living Residence,000-F-304,105,85,84,18,66,20,64,11,12
2017,2,Queens,"Madison York Assisted Living Community, LLC",590-F-320,226,218,216,120,96,124,58,13,15
2017,2,Queens,Madison York Home for Adults,590-F-321,202,192,202,126,76,108,35,17,7
2017,2,Allegany,Manor Hills,010-F-017,137,103,111,34,77,25,80,19,11
2017,2,Richmond,"Mariners Residence, Inc.",610-F-066,270,189,200,128,72,116,21,28,17
2017,2,Albany,Marjorie Doyle Rockwell Center,000-E-283,52,51,50,,44,13,35,,7
2017,2,Erie,Mary Agnes Manor ALP,240-F-868,230,191,191,99,92,87,12,15,17
2017,2,Jefferson,Meadowbrook Terrace Assisted Living Facility,330-E-004,60,50,48,11,37,19,26,,7
2017,2,Westchester,Meadowview at the Wartburg,800-S-125,105,94,94,12,82,8,84,7,7
2017,2,Chautauqua,Memory Garden,060-F-040,56,47,46,15,31,12,32,12,13
2017,2,Albany,"Millview of Latham, LLC",000-F-294,55,41,40,12,28,7,32,7,8
2017,2,Niagara,Mount View Assisted Living,500-F-105,150,122,136,43,93,45,75,32,17
2017,2,Queens,"New Homestead Home for Adults, Inc.",590-F-311,163,97,101,32,69,31,59,12,8
2017,2,Westchester,New Rochelle Home for Adults,800-F-132,250,221,226,166,60,73,8,12,7
2017,2,Cayuga,North Brook Heights Home for Adults,050-F-022,178,98,99,38,61,35,44,11,12
2017,2,Kings,Norwegian Christian Home and Health Care Center,331-E-030,88,81,79,22,57,17,58,,8
2017,2,Erie,Oakwood Senior Living,240-F-888,148,117,97,51,46,39,11,,21
2017,2,Kings,Oceanview Manor Home for Adults,331-F-270,176,171,166,111,55,72,7,12,17
2017,2,Erie,Orchard Heights,240-F-884,200,122,136,37,99,13,123,26,16
2017,2,Erie,Park Creek Senior Living Community,240-F-876,94,75,72,16,56,12,59,10,11
2017,2,Erie,Peregrine's Landing at Orchard Park,240-F-827,52,50,46,10,36,35,11,9,14
2017,2,Erie,Peregrine's Landing Senior Community,240-S-109,112,91,92,32,60,14,73,19,18
2017,2,Fulton,Pineview Commons H.F.A.,280-F-034,94,84,83,17,66,28,52,8,10
2017,2,Oneida,Presbyterian Residential Community,510-E-065,96,95,94,27,67,14,78,10,8
2017,2,Rockland,Promenade at Chestnut Ridge,620-F-081,198,88,85,19,66,9,75,10,9
2017,2,Orange,Promenade at Middletown,540-F-032,200,128,131,37,94,19,111,15,13
2017,2,Ontario,Quail Summit,530-S-001,55,44,46,13,33,12,46,12,10
2017,2,Queens,Queens Adult Care Center,590-F-309,352,348,351,246,105,146,20,19,16
2017,2,Monroe,Rochester Presbyterian Home,370-E-022,102,87,87,25,62,23,58,9,9
2017,2,Monroe,Sage Harbor Baywinde,370-F-236,88,73,66,19,47,7,58,8,12
2017,2,Onondaga,Sedgwick Heights,520-E-091,154,137,132,46,86,63,54,14,19
2017,2,Ontario,Seneca Lake Terrace Assisted Living Center,530-F-059,66,61,57,18,39,7,44,7,9
2017,2,Monroe,Shire Senior Living Assisted Living Program,370-F-240,200,178,174,96,78,83,33,12,17
2017,2,Kings,Signature Senior Living,331-F-022,199,80,74,31,43,26,45,9,15
2017,2,Nassau,Somerset Gardens,400-S-318,160,139,137,42,95,20,114,17,19
2017,2,Oswego,St. Francis Commons,560-E-009,60,54,53,7,46,9,44,7,7
2017,2,Westchester,Sunrise of Crestwood,800-F-994,116,84,82,27,55,14,65,9,11
2017,2,Suffolk,Sunrise of Dix Hills,700-F-923,114,86,82,23,59,12,70,7,12
2017,2,Nassau,Sunrise of East Meadow,400-F-322,107,105,107,31,76,12,94,23,22
2017,2,Westchester,Sunrise of Fleetwood,800-F-995,136,93,96,43,53,18,75,12,9
2017,2,Suffolk,Sunrise of Holbrook,700-F-925,109,94,96,25,71,15,80,13,10
2017,2,Rockland,Sunrise of New City,620-F-089,120,81,84,23,61,20,64,9,7
2017,2,Nassau,Sunrise of North Lynbrook,400-F-328,138,102,107,32,75,25,77,13,9
2017,2,Richmond,Sunrise of Staten Island,610-S-003,121,100,91,29,62,24,67,13,22
2017,2,Suffolk,Sunrise of West Babylon,700-F-924,109,105,104,19,85,21,83,12,13
2017,2,Erie,Symphony Manor at Lancaster,240-F-892,117,67,76,31,45,29,27,17,8
2017,2,Chautauqua,"Tanglewood Manor, Inc",060-F-036,158,131,133,43,90,15,111,13,11
2017,2,Rockland,Tappan Zee Manor,620-F-087,150,89,88,33,55,16,70,9,10
2017,2,New York,The 80th Street Residence,420-F-379,70,66,66,20,46,15,50,7,7
2017,2,Erie,The Amberleigh,240-S-125,76,60,60,20,40,11,49,14,14
2017,2,Suffolk,The Arbors at Bohemia,700-F-913,200,144,142,40,102,25,117,17,15
2017,2,Suffolk,The Arbors at Hauppauge,700-F-916,200,131,137,47,90,23,114,14,8
2017,2,Suffolk,The Arbors at Islandia East,700-F-914,200,127,123,36,87,16,105,20,20
2017,2,Suffolk,The Arbors at Islandia West,700-F-915,200,109,103,26,77,20,79,9,16
2017,2,Nassau,The Arbors at Westbury,400-F-307,200,112,118,55,63,27,90,16,12
2017,2,Dutchess,The Avalon Assisted Living and Wellness Center,230-F-068,76,76,72,28,44,31,26,,8
2017,2,Kings,The Belvedere,331-F-288,200,96,97,37,60,24,64,16,16
2017,2,Richmond,The Brielle at Seaview,610-E-012,188,46,51,22,29,10,40,15,11
2017,2,Westchester,The Bristal at Armonk,800-S-151,171,116,124,32,92,17,107,22,14
2017,2,Nassau,The Bristal at East Meadow,400-S-299,151,130,133,32,101,14,119,13,10
2017,2,Suffolk,The Bristal at East Northport,700-S-303,166,147,147,46,101,8,139,12,12
2017,2,Suffolk,The Bristal at Holtsville,700-S-309,166,59,66,9,57,17,49,24,17
2017,2,Suffolk,The Bristal at Lake Grove,700-S-311,155,106,121,34,87,22,99,31,15
2017,2,Nassau,The Bristal at Lynbrook,400-F-335,200,129,134,27,107,20,113,23,18
2017,2,Nassau,The Bristal at Massapequa,400-F-315,84,79,79,16,63,11,66,8,8
2017,2,Nassau,The Bristal at North Hills,400-S-309,140,113,119,23,96,15,104,16,10
2017,2,Nassau,The Bristal at North Woodmere,400-S-304,155,102,110,23,87,9,101,17,9
2017,2,Suffolk,The Bristal at Sayville,700-F-302,155,130,129,23,106,24,105,17,18
2017,2,Nassau,The Bristal at Westbury,400-S-300,180,145,141,33,108,12,126,11,15
2017,2,Westchester,The Bristal at White Plains,800-S-145,190,149,149,38,111,14,135,10,10
2017,2,Westchester,The Country House in Westchester,800-F-007,100,52,55,18,37,40,15,10,11
2017,2,Erie,The Courtyards LLC,240-F-872,133,119,118,54,64,61,48,10,9
2017,2,Greene,The Eliot at Catskill,300-F-033,99,63,81,33,48,30,28,27,9
2017,2,Westchester,The Fountains at RiverVue,800-F-981,141,126,124,26,98,12,109,,8
2017,2,Oswego,The Gardens by Morningstar,560-F-042,106,70,79,29,50,30,29,17,8
2017,2,Nassau,The Glen at Maple Pointe,400-S-316,83,77,78,18,60,9,69,10,10
2017,2,Onondaga,The Hearth at Greenpoint Senior Living,520-S-129,139,132,119,42,77,15,99,30,30
2017,2,Onondaga,The Hearth on James,520-S-135,60,46,44,18,26,8,36,7,9
2017,2,Westchester,The Kensington,800-F-988,130,121,122,39,83,19,98,15,10
2017,2,Suffolk,The Lake Shore Assisted Living Residence,700-F-893,200,124,118,45,73,39,69,14,20
2017,2,Monroe,The Landing at Brighton,370-S-195,121,75,77,22,55,15,60,17,15
2017,2,Dutchess,The Landing of Poughkeepsie,230-S-003,121,96,92,23,69,14,77,11,15
2017,2,Schuyler,The New Falls,670-F-006,111,88,84,30,54,41,31,8,12
2017,2,Westchester,The Osborn,800-S-141,103,94,84,15,69,9,75,,15
2017,2,Westchester,The Seabury at Fieldhome,800-E-132,85,79,78,16,62,17,55,10,11
2017,2,Westchester,The Springvale Inn,800-S-129,125,88,81,23,58,20,61,,11
2017,2,Wayne,The Terrace at Newark,770-F-037,71,68,66,9,57,11,55,9,10
2017,2,Rensselaer,The Terrace at The Eddy Memorial,600-S-001,69,53,51,13,38,7,43,12,17
2017,2,Bronx,The W Assisted Living at Riverdale,020-F-133,256,199,210,139,71,77,7,30,19
2017,2,Orange,The W Senior Living at Goshen,540-F-038,120,69,48,12,36,13,29,,21
2017,2,Kings,The Waterford on the Bay,331-F-272,200,164,171,77,94,48,113,24,17
2017,2,Ulster,Valley Vista Adult Home and Assisted Living Program,740-F-076,89,71,77,23,54,31,38,13,7
2017,2,Cortland,Walden Place,210-F-030,82,59,57,18,39,10,47,11,8
2017,2,Westchester,Westchester Center for Independent and Assisted Living,800-F-990,195,195,192,81,111,102,60,14,17
2017,2,Columbia,Whittier Place,200-E-005,80,74,75,17,58,18,48,8,8
2017,2,Westchester,Willow Towers EHP,800-S-131,150,128,126,38,88,12,114,13,14
2017,2,Monroe,Wolk Manor Enriched Living Center,370-S-836,85,70,75,21,54,12,63,13,12
2017,2,Chemung,Woodbrook,070-E-011,80,68,71,18,53,13,57,11,9
2017,2,Monroe,Woodcrest Commons,370-E-198,120,91,90,34,56,32,54,9,10
2017,2,Suffolk,Woodhaven Home for Adults,700-F-905,181,165,159,54,105,69,54,10,18
2017,2,Ulster,Woodland Pond at New Paltz,740-S-010,60,49,52,9,43,9,43,14,12
2016,Annual,Erie,"Absolut at Orchard Brooke, LLC",240-F-878,80,76,72,20,52,28,38,30,34
2016,Annual,Warren,Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP,750-F-046,60,51,55,25,30,20,12,23,23
2016,Annual,Schenectady,Adirondack Manor HFA D.B.A Scotia Mansion,650-F-078,49,39,36,18,18,13,7,13,19
2016,Annual,Oneida,Adirondack Manor HFA D.B.A. Willow Park HFA,510-F-055,60,57,55,31,24,17,11,13,14
2016,Annual,Franklin,Alice Hyde Assisted Living Program,270-E-007,30,27,26,,21,8,15,12,9
2016,Annual,Kings,Amber Court of Brooklyn,331-F-284,224,214,215,134,81,127,81,55,54
2016,Annual,Bronx,Amber Court of Pelham Gardens,020-F-817,200,199,193,91,102,106,86,51,57
2016,Annual,Nassau,Amber Court of Westbury,400-F-331,64,34,49,12,37,15,34,46,20
2016,Annual,Nassau,Amber Court of Westbury,400-F-325,225,201,194,39,155,37,126,79,76
2016,Annual,Rockland,Assisted Living at Northern Riverview,620-E-019,105,101,103,34,69,33,40,42,41
2016,Annual,Suffolk,Atria Bay Shore,700-S-305,116,82,73,17,56,13,60,41,59
2016,Annual,Westchester,Atria Briarcliff Manor,800-F-996,200,100,97,15,82,20,77,59,61
2016,Annual,Albany,Atria Crossgate,000-S-009,74,66,58,25,33,8,52,39,43
2016,Annual,Albany,Atria Delmar Place,000-S-008,106,97,97,31,66,14,82,53,49
2016,Annual,Suffolk,Atria East Northport,700-F-929,200,148,152,49,103,24,127,96,66
2016,Annual,Queens,Atria Forest Hills,590-S-313,90,81,83,24,59,17,62,40,37
2016,Annual,Suffolk,Atria Huntington,700-F-931,122,85,88,19,69,13,74,55,67
2016,Annual,Nassau,Atria Lynbrook,400-F-326,200,103,109,40,69,18,88,58,59
2016,Annual,Westchester,Atria on the Hudson,800-S-147,185,125,123,40,83,20,103,55,54
2016,Annual,Nassau,Atria Park of Great Neck,400-S-326,144,139,134,32,102,16,117,71,67
2016,Annual,Monroe,Atria Penfield,370-F-212,120,59,53,20,33,39,13,54,70
2016,Annual,Bronx,Atria Riverdale,020-S-001,195,192,190,57,133,20,168,90,67
2016,Annual,Albany,Atria Shaker,000-S-011,146,116,110,38,72,23,85,59,88
2016,Annual,Suffolk,Atria South Setauket,700-F-933,200,88,84,26,58,8,75,56,65
2016,Annual,Nassau,Atria Tanglewood,400-F-306,160,118,112,26,86,13,99,50,60
2016,Annual,New York,Atria West 86,420-S-389,189,163,160,50,110,34,124,110,125
2016,Annual,Suffolk,Babylon Beach House Home for Adults,700-F-131,67,47,46,9,37,9,37,11,12
2016,Annual,Saratoga,Beacon Pointe Memory Care Community,640-F-042,52,41,44,14,30,21,30,42,42
2016,Annual,Queens,Belle Harbor Manor,590-E-293,162,146,142,91,51,60,12,33,37
2016,Annual,Chemung,Bethany Village,070-E-002,144,106,102,28,74,11,88,40,30
2016,Annual,Suffolk,Birchwood Suites,700-F-943,101,79,82,30,52,21,52,65,57
2016,Annual,Queens,Boulevard ALP,590-S-317,239,216,210,78,132,36,173,47,56
2016,Annual,Suffolk,Braemar Living at Medford,700-F-921,200,195,197,39,158,53,116,57,59
2016,Annual,Orange,Braemar Living at Wallkill,540-F-036,200,167,170,45,125,53,105,93,49
2016,Annual,Queens,Brandywine Assisted Living at The Savoy,590-S-305,160,145,146,46,100,24,119,72,53
2016,Annual,Monroe,Brentland Woods,370-S-838,60,53,55,15,40,7,48,22,21
2016,Annual,Niagara,"Briarwood Manor, Inc.",500-F-092,160,109,100,24,76,28,64,18,49
2016,Annual,Westchester,Brightview Tarrytown,800-F-131,107,62,71,24,47,12,59,61,19
2016,Annual,Erie,Bristol Home,240-E-004,55,47,45,,45,12,26,19,25
2016,Annual,Erie,"Bristol Village, Inc.",240-S-107,110,79,83,18,65,11,72,49,45
2016,Annual,Erie,Brompton Heights,240-F-133,200,158,153,47,106,24,137,143,148
2016,Annual,Bronx,Bronxwood,020-E-004,320,280,280,180,100,169,56,76,72
2016,Annual,Erie,Brookdale Bassett Road,240-F-882,105,56,50,16,34,13,37,58,72
2016,Annual,Onondaga,Brookdale Bellevue,520-F-163,91,54,51,15,36,9,42,55,55
2016,Annual,Oneida,Brookdale Clinton,510-F-057,40,40,37,11,26,8,26,34,35
2016,Annual,Albany,Brookdale Colonie,000-F-306,94,94,94,33,61,15,79,49,47
2016,Annual,Schenectady,Brookdale East Niskayuna,650-F-101,52,50,42,18,24,18,24,41,44
2016,Annual,Monroe,Brookdale Fairport,370-F-233,80,43,42,18,24,10,30,44,28
2016,Annual,Onondaga,Brookdale Fayetteville,520-F-145,52,38,40,18,22,8,32,32,42
2016,Annual,Tompkins,Brookdale Ithaca Memory Care,730-F-001,36,30,30,,29,20,10,12,25
2016,Annual,Erie,Brookdale Kenmore,240-S-113,120,94,93,31,62,13,76,75,82
2016,Annual,Chautauqua,Brookdale Lakewood,060-S-001,100,62,57,13,44,8,49,49,44
2016,Annual,Onondaga,Brookdale Liverpool,520-F-165,80,43,45,11,34,8,36,22,30
2016,Annual,Onondaga,Brookdale Manlius,520-S-137,86,71,65,22,43,7,57,113,41
2016,Annual,Schenectady,Brookdale Niskayuna,650-S-071,110,107,87,31,56,13,72,76,80
2016,Annual,Broome,Brookdale Vestal East,030-F-054,116,53,51,14,37,7,44,22,23
2016,Annual,Erie,Brookdale Williamsville,240-F-851,52,47,47,19,28,12,35,44,37
2016,Annual,Erie,Brothers of Mercy Sacred Heart Home,240-E-005,70,48,47,10,37,12,35,31,29
2016,Annual,Onondaga,Buckley Landing Enriched Housing Site #6,520-S-121,85,84,84,14,70,8,75,40,32
2016,Annual,New York,Carnegie East House,420-S-387,120,83,88,19,69,9,79,25,23
2016,Annual,Queens,Castle Senior Living At Forest Hills,590-S-307,177,170,163,56,107,70,92,43,40
2016,Annual,Queens,"Central Assisted Living, LLC",590-F-322,186,185,183,95,88,101,17,41,44
2016,Annual,Essex,Champlain Valley Senior Community,260-F-018,81,67,69,24,45,8,60,32,32
2016,Annual,Chenango,Chenango County Home Preston Manor,080-N-007,48,37,39,16,23,10,21,13,14
2016,Annual,Yates,Clinton Crest Manor,910-E-004,42,39,39,9,30,9,28,11,9
2016,Annual,Warren,Countryside Adult Home,750-N-006,48,34,36,12,24,10,18,17,10
2016,Annual,Monroe,Crimson Ridge Gardens,370-F-226,52,47,46,11,35,11,35,47,44
2016,Annual,Rensselaer,Danforth Adult Care Center,600-F-244,80,65,66,17,49,32,28,19,24
2016,Annual,Suffolk,Dominican Village Enriched Housing Program 1,700-S-287,66,64,65,24,41,12,52,26,25
2016,Annual,Erie,Dosberg Manor,240-E-141,96,70,71,18,53,7,64,54,62
2016,Annual,Erie,Eden Heights of West Seneca,240-F-848,120,86,94,26,68,16,75,18,11
2016,Annual,Richmond,"Eger Harbor House, Inc.",610-S-001,75,74,75,16,59,26,47,28,21
2016,Annual,Erie,Elderwood Assisted Living at Cheektowaga,240-F-886,80,74,76,13,63,9,67,45,45
2016,Annual,Erie,Elderwood Assisted Living at Hamburg,240-S-117,103,95,98,23,75,17,80,43,45
2016,Annual,Erie,Elderwood Assisted Living at Tonawanda,240-F-890,120,95,98,16,82,19,78,56,52
2016,Annual,Erie,Elderwood Village at Willamsville,240-S-115,110,84,79,14,65,7,72,48,57
2016,Annual,Queens,Elm York Home for Adults,590-F-319,262,255,258,131,127,113,17,65,66
2016,Annual,Monroe,Emeritus at the Landing of Brockport,370-S-849,110,104,96,31,65,15,79,48,43
2016,Annual,Warren,Emeritus at the Landing of Queensbury,750-S-003,88,84,83,24,59,12,68,54,60
2016,Annual,Rockland,"Evergreen Court Home for Adults SP, LLC",620-F-078,200,123,123,69,54,48,9,20,21
2016,Annual,Cayuga,Faatz-Crofut Home for the Elderly,050-E-006,53,40,41,9,32,14,26,17,20
2016,Annual,Rensselaer,Fawn Ridge Senior Living,600-F-248,155,122,110,69,41,42,8,30,58
2016,Annual,Westchester,Five Star Premier Residences of Yonkers,800-F-992,40,36,35,7,28,9,26,8,26
2016,Annual,Herkimer,Foltsbrook Center for Senior Living,320-E-008,80,59,64,12,52,18,38,38,26
2016,Annual,Chautauqua,Fredonia Place,060-S-003,84,80,76,28,48,11,63,31,28
2016,Annual,Chautauqua,Frewsburg Rest Home,060-F-035,81,52,56,22,34,10,38,39,18
2016,Annual,Kings,Garden of Eden Assisted Living Program,331-F-280,202,184,183,114,69,55,8,,7
2016,Annual,Genesee,Genesee Adult Home,290-F-007,80,37,35,12,23,11,19,37,32
2016,Annual,Erie,Glenwell,240-E-146,120,91,94,24,70,27,63,44,32
2016,Annual,Monroe,Grande'Vie Senior Living Community,370-F-231,178,99,99,35,64,21,75,106,109
2016,Annual,Monroe,Grande'ville Senior Living Community,370-F-230,140,98,103,21,82,8,95,68,63
2016,Annual,Monroe,Greece Long Pond Senior Housing,370-S-857,30,30,29,7,22,11,7,31,8
2016,Annual,Erie,GreenField Terrace,240-E-013,56,42,48,10,38,11,35,33,31
2016,Annual,Suffolk,Gurwin Jewish Fay J. Lindner Residence,700-S-289,200,159,157,41,116,15,143,45,27
2016,Annual,Otsego,Hampshire House Adult Home,570-F-048,65,54,55,19,36,13,41,28,40
2016,Annual,Nassau,Harbor House,400-F-305,136,118,112,45,67,28,82,46,61
2016,Annual,Richmond,Harbor Terrace Adult Home and Assisted Living,610-F-064,363,284,278,175,103,82,14,,11
2016,Annual,Kings,Harbor View Home for Adults,331-F-282,162,87,83,34,49,17,58,33,38
2016,Annual,Monroe,Heather Heights of Pittsford,370-F-220,120,100,102,32,70,17,81,88,91
2016,Annual,Monroe,Heathwood Assisted Living at Penfield,370-S-852,108,92,91,18,73,13,77,38,39
2016,Annual,Erie,Heathwood Assisted Living at Williamsville,240-F-881,115,103,103,28,75,15,86,55,52
2016,Annual,Dutchess,"Hedgewood ALP, LLC",230-F-082,192,189,191,132,59,72,9,28,26
2016,Annual,Otsego,Heritage at the Plains at Parish Homestead,570-F-051,53,42,43,,37,7,36,15,15
2016,Annual,Broome,Hilltop Manor West,030-E-008,98,93,92,11,81,11,79,50,55
2016,Annual,Monroe,Hilton East Assisted Living,370-F-208,205,152,144,54,90,56,71,62,58
2016,Annual,Saratoga,Home of the Good Shepherd at Highpointe,640-E-036,86,86,84,18,66,12,72,33,24
2016,Annual,Saratoga,Home of the Good Shepherd Saratoga,640-E-042,105,42,56,16,40,8,48,67,9
2016,Annual,Greene,"Home Sweet Home of Athens, Inc.",300-F-028,24,24,22,9,13,12,7,9,9
2016,Annual,Ontario,Horizons,530-E-051,76,62,62,18,44,13,49,27,31
2016,Annual,Broome,Ideal Senior Living Center,030-E-039,70,62,61,15,46,10,51,,7
2016,Annual,Schenectady,Ingersoll Place,650-E-007,78,64,65,20,45,12,53,33,35
2016,Annual,Nassau,Island Assisted Living,400-E-295,200,198,194,69,125,71,86,77,82
2016,Annual,Schenectady,Judson Meadows,650-S-009,80,66,69,16,53,11,58,36,25
2016,Annual,Essex,Keene Valley Neighborhood House,260-E-006,50,46,45,8,37,7,36,27,24
2016,Annual,Onondaga,Keepsake Village at Greenpoint,520-F-143,57,55,51,18,33,10,39,41,41
2016,Annual,Erie,Ken-Ton Presbyterian Village EHP,240-S-089,49,43,38,7,31,14,24,12,7
2016,Annual,Albany,Kenwood Manor,000-E-282,67,48,53,22,31,14,35,33,30
2016,Annual,Schenectady,"Kingsway Manor, LLC",650-F-103,140,123,120,26,94,9,111,72,67
2016,Annual,Monroe,Laurelwood at the Highlands,370-S-835,68,61,59,13,46,8,51,27,20
2016,Annual,Monroe,Legacy at Cranberry Landing,370-F-252,78,49,54,14,40,14,63,40,26
2016,Annual,Nassau,Long Beach Assisted Living,400-F-301,200,185,186,114,72,88,25,104,62
2016,Annual,Queens,Long Island Living Center,590-F-328,306,158,156,71,85,69,76,41,48
2016,Annual,Tompkins,"Longview, an Ithacare Community",730-E-002,96,80,82,21,61,20,57,35,40
2016,Annual,Onondaga,Loretto EHP #1 Bernardine Apartments,520-S-054,148,123,112,38,74,81,25,42,39
